campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit
Brand Awareness,Google Ads,Feed,Mobile,Android,Image,True,Curiosity,10,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,True,2026-01-27,15,25,7,4.74,33879,503,4,2384.22,484.45,71.22,High,1.485,4.74,0.795,596.05,0.2,-1899.77
Engagement,TikTok,Feed,Mobile,Android,Image,True,Urgency,16,35-44,Male,Tech Enthusiasts,<$50K,Medium,False,2025-11-17,19,55,7,1.15,37606,1456,34,1674.4,6673.71,49.46,Low,3.872,1.15,2.335,49.25,3.99,4999.31
Conversions,Twitter,Stories,Desktop,Android,Interactive,False,Urgency,67,35-44,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-06-10,7,15,3,2.73,93657,976,11,2664.48,3153.56,75.94,High,1.042,2.73,1.127,242.23,1.18,489.08
Lead Generation,Twitter,Feed,Mobile,Windows,Carousel,False,Urgency,50,25-34,Male,Tech Enthusiasts,$50K-$100K,High,True,2024-05-20,19,36,6,2.91,5000,92,3,267.72,869.11,46.06,Low,1.84,2.91,3.261,89.24,3.25,601.39
Lead Generation,Facebook,Feed,Mobile,Android,Image,False,Urgency,24,35-44,Female,Shoppers,$50K-$100K,Medium,False,2024-01-09,23,27,5,2.14,68437,548,8,1172.72,906.27,43.8,High,0.801,2.14,1.46,146.59,0.77,-266.45
Engagement,Google Ads,Feed,Mobile,iOS,Carousel,True,Urgency,87,25-34,Male,Shoppers,$50K-$100K,Medium,False,2024-06-19,4,42,4,5.69,5000,74,0,421.06,0.0,65.54,Medium,1.48,5.69,0.0,0.0,0.0,-421.06
App Installs,LinkedIn,Sidebar,Mobile,iOS,Image,True,Urgency,84,18-24,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-09-26,20,42,5,8.33,36594,487,6,4056.71,1520.8,42.02,Medium,1.331,8.33,1.232,676.12,0.37,-2535.91
Brand Awareness,TikTok,In-Stream Video,Mobile,iOS,Image,False,Urgency,36,45-54,Female,Tech Enthusiasts,<$50K,Low,False,2025-09-06,22,55,5,1.37,206330,2582,6,3537.34,1326.26,75.66,Medium,1.251,1.37,0.232,589.56,0.37,-2211.08
Conversions,Google Ads,In-Stream Video,Desktop,Android,Interactive,True,Urgency,61,35-44,All,Tech Enthusiasts,<$50K,Medium,True,2024-02-09,20,76,4,2.68,35690,388,27,1039.84,7038.81,50.67,Low,1.087,2.68,6.959,38.51,6.77,5998.97
Lead Generation,Facebook,In-Stream Video,Mobile,Android,Video,False,Trust,67,18-24,All,Gamers,<$50K,Medium,True,2024-11-06,19,87,3,1.42,12670,562,20,798.04,3543.17,50.3,Low,4.436,1.42,3.559,39.9,4.44,2745.13
Conversions,Google Ads,Display Network,Desktop,Android,Video,True,Curiosity,83,25-34,Male,Business Professionals,<$50K,Medium,False,2024-09-06,16,16,5,2.78,106106,2026,267,5632.28,23937.65,53.18,High,1.909,2.78,13.179,21.09,4.25,18305.37
Lead Generation,Instagram,Feed,Tablet,iOS,Video,True,Urgency,74,35-44,Male,Business Professionals,<$50K,High,True,2024-03-17,6,4,5,2.87,26487,588,42,1687.56,10348.16,18.64,Low,2.22,2.87,7.143,40.18,6.13,8660.6
Lead Generation,Facebook,Display Network,Mobile,iOS,Interactive,True,Urgency,38,25-34,Female,Gamers,$50K-$100K,Medium,False,2025-11-05,19,71,8,1.77,45437,3634,180,6432.18,30617.05,45.97,Medium,7.998,1.77,4.953,35.73,4.76,24184.87
Engagement,LinkedIn,Display Network,Mobile,Android,Carousel,True,Urgency,54,45-54,Male,Gamers,$50K-$100K,Medium,False,2024-06-18,1,23,4,7.34,106535,660,8,4844.4,1586.89,53.58,High,0.62,7.34,1.212,605.55,0.33,-3257.51
App Installs,Google Ads,Display Network,Mobile,Android,Interactive,True,Urgency,84,45-54,Male,Gamers,>$200K,Low,False,2025-12-29,13,16,5,5.01,70608,2150,63,10771.5,23195.79,64.62,Medium,3.045,5.01,2.93,170.98,2.15,12424.29
Lead Generation,TikTok,In-Stream Video,Desktop,Android,Image,True,Curiosity,58,35-44,All,Tech Enthusiasts,$100K-$200K,Low,False,2024-03-07,3,78,6,0.99,51529,729,6,721.71,2321.08,77.44,Low,1.415,0.99,0.823,120.29,3.22,1599.37
Conversions,LinkedIn,Feed,Mobile,Windows,Image,True,Joy,59,45-54,Female,Students,$50K-$100K,Medium,True,2025-07-14,19,35,7,6.15,109635,930,23,5719.5,4620.3,56.65,Medium,0.848,6.15,2.473,248.67,0.81,-1099.2
Lead Generation,Facebook,In-Stream Video,Mobile,Android,Video,False,Fear,38,55-64,Male,Shoppers,$50K-$100K,Medium,True,2025-04-29,0,46,6,0.93,5000,113,2,105.09,486.86,71.69,Medium,2.26,0.93,1.77,52.54,4.63,381.77
Lead Generation,LinkedIn,Search,Desktop,Windows,Carousel,False,Joy,48,35-44,Male,Tech Enthusiasts,>$200K,Low,False,2025-03-23,5,88,5,6.05,216363,826,26,4997.3,9147.7,52.82,Low,0.382,6.05,3.148,192.2,1.83,4150.4
Lead Generation,Instagram,Feed,Mobile,iOS,Video,True,Joy,55,25-34,All,Business Professionals,$100K-$200K,Medium,True,2024-02-27,5,6,8,2.32,90927,3067,39,7115.44,6556.64,51.1,Medium,3.373,2.32,1.272,182.45,0.92,-558.8
Lead Generation,Facebook,Search,Mobile,iOS,Image,False,Joy,4,45-54,All,Students,$50K-$100K,Medium,True,2024-07-14,13,81,5,3.96,63717,1161,33,4597.56,7456.32,48.31,Low,1.822,3.96,2.842,139.32,1.62,2858.76
Conversions,Google Ads,Search,Desktop,Windows,Image,True,Fear,7,35-44,Male,Business Professionals,<$50K,Low,False,2024-08-22,21,47,6,6.47,91859,1310,79,8475.7,20155.56,52.54,Medium,1.426,6.47,6.031,107.29,2.38,11679.86
Conversions,Facebook,In-Stream Video,Mobile,Android,Image,True,Curiosity,25,45-54,All,Business Professionals,$50K-$100K,Medium,False,2024-08-25,4,70,6,2.13,5055,94,1,200.22,176.35,85.99,Low,1.86,2.13,1.064,200.22,0.88,-23.87
Lead Generation,Facebook,Search,Desktop,Android,Video,True,Urgency,80,25-34,All,Shoppers,$100K-$200K,Low,False,2025-05-29,20,32,5,2.91,54860,1369,24,3983.79,7212.6,65.04,High,2.495,2.91,1.753,165.99,1.81,3228.81
Brand Awareness,Twitter,Feed,Desktop,Android,Video,False,Curiosity,69,18-24,All,Tech Enthusiasts,$100K-$200K,Medium,False,2026-01-22,23,39,3,2.05,83121,1349,19,2765.45,9083.07,40.14,Medium,1.623,2.05,1.408,145.55,3.28,6317.62
Brand Awareness,Facebook,Stories,Mobile,iOS,Carousel,True,Joy,44,55-64,All,Health & Fitness,<$50K,Low,True,2026-01-08,21,62,8,1.49,304920,4626,22,6892.74,5379.05,68.71,Medium,1.517,1.49,0.476,313.31,0.78,-1513.69
Brand Awareness,LinkedIn,Feed,Mobile,Android,Video,True,Trust,66,25-34,Male,Gamers,$50K-$100K,High,False,2026-01-06,23,40,4,6.31,11035,180,3,1135.8,410.72,34.78,Low,1.631,6.31,1.667,378.6,0.36,-725.08
Brand Awareness,Facebook,Feed,Desktop,Android,Image,False,Trust,50,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,False,2024-03-25,9,42,5,1.35,9742,132,0,178.2,0.0,40.62,Medium,1.355,1.35,0.0,0.0,0.0,-178.2
Conversions,TikTok,Stories,Mobile,Windows,Image,False,Joy,53,65+,All,Tech Enthusiasts,$100K-$200K,High,False,2024-02-08,6,16,6,0.49,5000,31,0,15.19,0.0,40.71,Low,0.62,0.49,0.0,0.0,0.0,-15.19
Conversions,Facebook,Search,Desktop,Windows,Video,False,Curiosity,90,25-34,Female,Gamers,<$50K,Medium,True,2026-01-16,14,4,3,0.92,14221,175,4,161.0,1077.7,61.61,Low,1.231,0.92,2.286,40.25,6.69,916.7
Lead Generation,LinkedIn,Stories,Mobile,Android,Image,True,Neutral,76,25-34,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-07-10,0,63,6,5.59,44143,675,8,3773.25,1851.82,70.95,Medium,1.529,5.59,1.185,471.66,0.49,-1921.43
Lead Generation,Facebook,Feed,Desktop,Android,Image,True,Urgency,85,35-44,Male,Gamers,<$50K,High,False,2024-03-07,2,89,6,1.17,7755,99,7,115.83,834.85,24.6,Low,1.277,1.17,7.071,16.55,7.21,719.02
Brand Awareness,Google Ads,Search,Desktop,Android,Image,True,Trust,80,35-44,Female,Business Professionals,$50K-$100K,Low,False,2024-12-03,17,63,3,5.78,114863,1804,96,10427.12,30338.29,58.84,Medium,1.571,5.78,5.322,108.62,2.91,19911.17
Brand Awareness,Twitter,Feed,Mobile,Windows,Story,True,Trust,69,25-34,All,Tech Enthusiasts,<$50K,Medium,True,2025-12-19,17,33,5,1.91,20913,700,15,1337.0,1485.16,48.99,Medium,3.347,1.91,2.143,89.13,1.11,148.16
Brand Awareness,Google Ads,In-Stream Video,Mobile,Android,Image,True,Urgency,77,35-44,Female,Business Professionals,<$50K,Medium,False,2025-06-10,15,87,4,2.06,61685,403,3,830.18,556.32,43.41,High,0.653,2.06,0.744,276.73,0.67,-273.86
Conversions,Facebook,Search,Desktop,Windows,Text,True,Trust,69,18-24,Male,Business Professionals,<$50K,Low,False,2025-10-01,13,57,3,3.06,6948,163,26,498.78,3520.2,39.1,Low,2.346,3.06,15.951,19.18,7.06,3021.42
Lead Generation,Google Ads,Stories,Mobile,Android,Video,True,Urgency,31,18-24,Female,Business Professionals,$50K-$100K,Medium,False,2024-12-30,15,10,5,6.68,12878,800,82,5344.0,26000.16,56.27,Medium,6.212,6.68,10.25,65.17,4.87,20656.16
Lead Generation,Twitter,Display Network,Mobile,Android,Image,False,Fear,64,18-24,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2024-06-01,3,9,2,2.35,48705,256,3,601.6,554.29,60.72,Medium,0.526,2.35,1.172,200.53,0.92,-47.31
App Installs,Facebook,Stories,Mobile,Android,Image,False,Trust,27,35-44,Female,Students,$100K-$200K,High,False,2024-12-16,9,22,4,1.28,58796,1205,75,1542.4,29050.34,27.2,Medium,2.049,1.28,6.224,20.57,18.83,27507.94
Lead Generation,Facebook,Search,Mobile,iOS,Text,True,Trust,48,18-24,Female,Tech Enthusiasts,<$50K,High,False,2024-05-25,17,26,5,1.42,41487,480,30,681.6,6681.88,42.09,Low,1.157,1.42,6.25,22.72,9.8,6000.28
Conversions,Twitter,Stories,Mobile,Android,Image,False,Fear,62,35-44,Female,Students,$100K-$200K,Low,False,2025-06-02,16,2,5,0.83,60187,439,1,364.37,363.47,77.26,Medium,0.729,0.83,0.228,364.37,1.0,-0.9
Conversions,Instagram,Feed,Mobile,macOS,Image,True,Neutral,86,45-54,Female,Tech Enthusiasts,<$50K,Low,False,2025-06-08,16,56,5,1.01,35802,352,4,355.52,986.82,73.44,High,0.983,1.01,1.136,88.88,2.78,631.3
Conversions,Facebook,Display Network,Mobile,Windows,Image,False,Joy,27,55-64,Male,Tech Enthusiasts,>$200K,Low,False,2025-05-21,19,15,5,1.03,18657,216,1,222.48,505.34,85.64,Medium,1.158,1.03,0.463,222.48,2.27,282.86
Conversions,Facebook,Search,Desktop,Windows,Video,True,Urgency,42,35-44,Female,Business Professionals,>$200K,Low,False,2024-07-31,15,86,7,2.05,73493,2439,49,4999.95,31797.43,72.73,Low,3.319,2.05,2.009,102.04,6.36,26797.48
Brand Awareness,TikTok,Sidebar,Mobile,iOS,Image,True,Curiosity,26,18-24,All,Tech Enthusiasts,$50K-$100K,Medium,True,2025-08-27,15,65,7,1.94,66037,1564,6,3034.16,1916.41,68.8,Medium,2.368,1.94,0.384,505.69,0.63,-1117.75
Engagement,TikTok,Display Network,Mobile,Windows,Image,True,Joy,78,25-34,All,Gamers,$50K-$100K,Low,False,2025-04-21,7,43,5,1.47,152896,2108,10,3098.76,1907.14,73.08,Medium,1.379,1.47,0.474,309.88,0.62,-1191.62
Lead Generation,Facebook,Display Network,Desktop,Windows,Image,False,Joy,37,55-64,Female,Business Professionals,$50K-$100K,Low,False,2024-05-22,3,68,6,1.93,38013,658,9,1269.94,2465.23,62.58,Low,1.731,1.93,1.368,141.1,1.94,1195.29
Conversions,Google Ads,In-Stream Video,Mobile,iOS,Video,True,Trust,28,45-54,Female,Tech Enthusiasts,$50K-$100K,Low,False,2025-05-01,0,26,4,3.27,202670,1529,45,4999.83,6027.98,90.0,Low,0.754,3.27,2.943,111.11,1.21,1028.15
Lead Generation,Google Ads,Feed,Mobile,Android,Video,True,Joy,31,45-54,Male,Tech Enthusiasts,$50K-$100K,High,True,2025-01-05,23,8,6,5.84,30117,856,78,4999.04,17228.73,42.04,Low,2.842,5.84,9.112,64.09,3.45,12229.69
Conversions,Google Ads,Feed,Mobile,Android,Video,False,Joy,34,35-44,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2025-09-28,6,86,6,6.06,15149,697,18,4223.82,2925.12,45.61,Low,4.601,6.06,2.582,234.66,0.69,-1298.7
App Installs,Instagram,Feed,Mobile,Android,Interactive,True,Joy,71,35-44,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-08-11,10,31,6,1.26,11842,168,1,211.68,185.58,67.3,Medium,1.419,1.26,0.595,211.68,0.88,-26.1
App Installs,Google Ads,Feed,Desktop,iOS,Image,False,Trust,60,45-54,Female,Shoppers,$100K-$200K,High,False,2024-06-01,13,82,4,6.41,8864,138,5,884.58,1082.15,36.77,Low,1.557,6.41,3.623,176.92,1.22,197.57
App Installs,Instagram,Feed,Desktop,Android,Video,True,Joy,34,55-64,All,Health & Fitness,$100K-$200K,High,False,2024-01-12,14,29,5,4.05,15327,343,39,1389.15,10880.39,10.0,Low,2.238,4.05,11.37,35.62,7.83,9491.24
Conversions,Twitter,Display Network,Mobile,macOS,Video,False,Trust,27,35-44,Male,Business Professionals,$50K-$100K,Medium,False,2025-08-15,0,18,6,1.57,97868,2851,71,4476.07,13783.15,57.91,Low,2.913,1.57,2.49,63.04,3.08,9307.08
Engagement,Google Ads,Search,Mobile,Android,Image,True,Curiosity,81,25-34,Male,Students,$50K-$100K,Low,False,2024-10-05,11,64,2,2.88,14914,181,5,521.28,816.42,66.46,Medium,1.214,2.88,2.762,104.26,1.57,295.14
Lead Generation,LinkedIn,Display Network,Mobile,Android,Image,True,Urgency,18,35-44,Female,Business Professionals,$100K-$200K,Low,False,2025-01-25,17,32,8,6.08,41994,734,6,4462.72,1355.51,64.64,Low,1.748,6.08,0.817,743.79,0.3,-3107.21
Lead Generation,LinkedIn,Stories,Desktop,macOS,Carousel,True,Neutral,23,18-24,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2024-02-23,20,64,7,2.89,13335,428,14,1236.92,4722.78,56.77,Low,3.21,2.89,3.271,88.35,3.82,3485.86
Lead Generation,Facebook,In-Stream Video,Desktop,Android,Image,False,Joy,40,45-54,All,Shoppers,$100K-$200K,Medium,False,2025-03-22,20,48,6,3.38,17230,320,10,1081.6,3307.92,44.61,Low,1.857,3.38,3.125,108.16,3.06,2226.32
Lead Generation,Facebook,Feed,Desktop,Windows,Image,True,Joy,81,45-54,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2026-01-08,0,62,5,2.65,59452,665,21,1762.25,9305.07,34.92,Medium,1.119,2.65,3.158,83.92,5.28,7542.82
Lead Generation,LinkedIn,Search,Mobile,iOS,Image,True,Urgency,34,25-34,Female,Gamers,$50K-$100K,High,False,2025-01-01,2,32,6,6.28,5812,71,1,445.88,137.03,59.38,Low,1.222,6.28,1.408,445.88,0.31,-308.85
Brand Awareness,Google Ads,Search,Desktop,macOS,Carousel,True,Trust,75,45-54,Female,Business Professionals,<$50K,Low,False,2025-02-02,20,90,4,7.32,38570,467,11,3418.44,1902.0,56.18,Low,1.211,7.32,2.355,310.77,0.56,-1516.44
Lead Generation,TikTok,Stories,Mobile,Windows,Interactive,True,Urgency,2,35-44,Female,Business Professionals,$100K-$200K,Low,False,2024-04-04,2,54,7,0.57,12328,273,1,155.61,346.2,90.0,Low,2.214,0.57,0.366,155.61,2.22,190.59
Conversions,Facebook,Feed,Tablet,Windows,Image,True,Trust,11,55-64,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2025-02-02,16,42,7,2.74,99567,1555,53,4260.7,18342.26,41.89,Medium,1.562,2.74,3.408,80.39,4.3,14081.56
Lead Generation,Google Ads,Stories,Mobile,Windows,Video,True,Trust,55,45-54,Female,Health & Fitness,$100K-$200K,Medium,False,2024-05-09,7,29,8,4.28,7421,135,3,577.8,560.36,74.18,Medium,1.819,4.28,2.222,192.6,0.97,-17.44
Conversions,Google Ads,Search,Mobile,Windows,Image,True,Joy,89,18-24,All,Tech Enthusiasts,$50K-$100K,Low,False,2025-06-03,16,20,5,2.24,79241,1158,17,2593.92,3648.49,73.63,Medium,1.461,2.24,1.468,152.58,1.41,1054.57
Lead Generation,Facebook,In-Stream Video,Desktop,iOS,Video,True,Urgency,90,35-44,Male,Students,$100K-$200K,Low,False,2025-03-01,3,11,5,1.77,47749,1001,63,1771.77,21935.53,55.55,High,2.096,1.77,6.294,28.12,12.38,20163.76
Conversions,Google Ads,Feed,Mobile,Windows,Video,True,Curiosity,12,25-34,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-04-07,2,33,8,1.81,96243,5852,116,10592.12,21622.47,71.87,Medium,6.08,1.81,1.982,91.31,2.04,11030.35
Lead Generation,Google Ads,Search,Tablet,Windows,Image,True,Trust,49,25-34,Female,Gamers,<$50K,Medium,False,2024-02-08,9,40,7,1.58,29445,298,4,470.84,578.14,60.75,Medium,1.012,1.58,1.342,117.71,1.23,107.3
Conversions,Google Ads,In-Stream Video,Desktop,Android,Video,True,Neutral,82,35-44,Female,Health & Fitness,$100K-$200K,Medium,False,2025-03-21,18,16,5,1.92,52926,764,40,1466.88,14507.96,65.6,Medium,1.444,1.92,5.236,36.67,9.89,13041.08
Brand Awareness,Facebook,Stories,Desktop,macOS,Video,True,Trust,16,35-44,All,Business Professionals,$50K-$100K,Medium,False,2025-09-17,7,27,6,2.46,237464,6375,154,15682.5,22559.57,50.57,Medium,2.685,2.46,2.416,101.83,1.44,6877.07
Lead Generation,LinkedIn,Search,Mobile,Windows,Carousel,True,Urgency,34,25-34,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2025-02-04,11,85,7,7.43,11861,272,4,2020.96,469.53,41.23,Medium,2.293,7.43,1.471,505.24,0.23,-1551.43
Conversions,Facebook,Display Network,Desktop,Android,Text,True,Fear,16,35-44,Male,Gamers,$50K-$100K,Low,True,2025-01-12,22,19,5,1.11,62183,1005,109,1115.55,38055.32,51.26,Low,1.616,1.11,10.846,10.23,34.11,36939.77
Conversions,Google Ads,Display Network,Mobile,Windows,Image,True,Neutral,79,25-34,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-05-13,12,79,3,2.06,47019,297,2,611.82,396.5,73.36,Medium,0.632,2.06,0.673,305.91,0.65,-215.32
Brand Awareness,Facebook,Display Network,Tablet,Windows,Image,True,Fear,22,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,False,2025-04-15,18,84,6,1.45,46602,933,6,1352.85,1265.57,50.72,Low,2.002,1.45,0.643,225.48,0.94,-87.28
Brand Awareness,Facebook,Search,Mobile,Android,Interactive,False,Trust,38,35-44,All,Business Professionals,<$50K,Low,True,2025-10-05,15,55,8,0.99,31789,2543,61,2517.57,15998.66,81.01,Medium,8.0,0.99,2.399,41.27,6.35,13481.09
Lead Generation,Google Ads,Stories,Tablet,iOS,Text,True,Fear,60,25-34,Female,Business Professionals,$100K-$200K,Medium,False,2024-01-21,14,1,8,6.09,79921,940,11,5724.6,3966.24,43.94,Medium,1.176,6.09,1.17,520.42,0.69,-1758.36
Brand Awareness,Google Ads,Feed,Desktop,Android,Interactive,True,Urgency,52,18-24,Female,Business Professionals,$100K-$200K,High,False,2024-01-13,17,86,6,4.18,59431,1196,81,4999.28,12953.14,21.19,Low,2.012,4.18,6.773,61.72,2.59,7953.86
Lead Generation,LinkedIn,Feed,Mobile,Android,Interactive,True,Urgency,24,25-34,Female,Shoppers,$50K-$100K,Low,False,2025-06-13,2,16,6,6.3,59162,1652,20,10407.6,2912.31,75.34,Medium,2.792,6.3,1.211,520.38,0.28,-7495.29
Conversions,Google Ads,Feed,Mobile,Android,Story,True,Joy,28,18-24,Male,Tech Enthusiasts,$50K-$100K,Low,False,2025-04-04,12,29,6,3.71,21285,515,12,1910.65,3872.17,76.48,Low,2.42,3.71,2.33,159.22,2.03,1961.52
Brand Awareness,LinkedIn,Feed,Mobile,iOS,Image,True,Curiosity,14,25-34,Male,Students,>$200K,Low,False,2024-04-04,23,45,7,5.34,6511,125,0,667.5,0.0,69.43,Medium,1.92,5.34,0.0,0.0,0.0,-667.5
Conversions,Google Ads,In-Stream Video,Mobile,Android,Video,True,Urgency,1,45-54,Female,Students,$100K-$200K,Medium,False,2024-01-21,14,23,6,4.47,73737,2794,57,12489.18,10894.75,61.0,Medium,3.789,4.47,2.04,219.11,0.87,-1594.43
Lead Generation,Facebook,Feed,Mobile,iOS,Video,True,Trust,54,25-34,Female,Gamers,$100K-$200K,High,False,2025-04-16,15,7,5,1.18,92338,1485,34,1752.3,12644.4,38.43,High,1.608,1.18,2.29,51.54,7.22,10892.1
App Installs,Google Ads,Stories,Desktop,iOS,Video,True,Trust,58,45-54,All,Tech Enthusiasts,<$50K,Medium,False,2025-08-22,8,2,6,1.62,202927,5246,150,8498.52,39362.73,58.72,Medium,2.585,1.62,2.859,56.66,4.63,30864.21
Lead Generation,TikTok,Search,Desktop,Android,Carousel,False,Fear,44,45-54,Female,Business Professionals,$50K-$100K,Low,False,2024-07-19,21,74,6,1.52,7110,147,1,223.44,243.7,64.39,Medium,2.068,1.52,0.68,223.44,1.09,20.26
Lead Generation,TikTok,Search,Mobile,Windows,Video,True,Curiosity,57,35-44,Female,Business Professionals,$100K-$200K,Medium,False,2025-07-15,21,68,7,1.46,252914,6192,50,9040.32,17190.15,64.83,High,2.448,1.46,0.807,180.81,1.9,8149.83
Conversions,Google Ads,Stories,Desktop,macOS,Image,False,Neutral,37,35-44,Female,Business Professionals,<$50K,Low,False,2025-12-21,7,43,3,5.23,82504,2575,244,13467.25,37935.12,70.58,High,3.121,5.23,9.476,55.19,2.82,24467.87
Lead Generation,Facebook,Stories,Mobile,macOS,Image,True,Neutral,72,18-24,All,Shoppers,<$50K,High,False,2024-08-04,20,75,8,0.55,8913,198,7,108.9,933.85,54.82,Low,2.221,0.55,3.535,15.56,8.58,824.95
Engagement,Google Ads,Stories,Desktop,Android,Interactive,False,Fear,85,35-44,Female,Students,$100K-$200K,High,False,2024-07-04,12,1,3,5.74,123304,871,12,4999.54,4937.08,34.34,Low,0.706,5.74,1.378,416.63,0.99,-62.46
Conversions,Twitter,Feed,Mobile,Windows,Video,True,Fear,8,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2024-05-16,4,82,5,1.58,53082,1362,22,2151.96,6487.51,52.48,Low,2.566,1.58,1.615,97.82,3.01,4335.55
Conversions,LinkedIn,Feed,Mobile,iOS,Carousel,True,Trust,54,35-44,Female,Gamers,$100K-$200K,Medium,True,2024-06-17,23,25,7,7.82,44333,818,36,6396.76,17241.6,51.49,High,1.845,7.82,4.401,177.69,2.7,10844.84
Lead Generation,Google Ads,Feed,Mobile,Windows,Video,True,Urgency,84,45-54,All,Shoppers,$50K-$100K,Medium,False,2025-08-25,18,17,6,4.22,29213,396,5,1671.12,680.69,66.04,Medium,1.356,4.22,1.263,334.22,0.41,-990.43
Lead Generation,Instagram,Feed,Mobile,macOS,Image,True,Urgency,83,45-54,All,Business Professionals,$100K-$200K,High,False,2025-07-04,3,37,3,1.57,15753,65,1,102.05,197.59,43.87,Low,0.413,1.57,1.538,102.05,1.94,95.54
Conversions,Instagram,Stories,Mobile,Windows,Text,True,Joy,66,18-24,Male,Gamers,$50K-$100K,Low,False,2025-03-28,18,30,5,1.36,27657,163,1,221.68,300.51,71.98,Medium,0.589,1.36,0.613,221.68,1.36,78.83
Lead Generation,Twitter,Search,Desktop,iOS,Carousel,False,Joy,57,45-54,Female,Tech Enthusiasts,$100K-$200K,Low,True,2025-03-28,13,61,4,1.61,93896,1072,16,1725.92,5544.36,68.46,High,1.142,1.61,1.493,107.87,3.21,3818.44
Lead Generation,Google Ads,Feed,Tablet,macOS,Carousel,True,Curiosity,87,18-24,Male,Tech Enthusiasts,$100K-$200K,Low,False,2024-06-29,13,54,5,5.38,87060,1858,56,9996.04,24558.25,43.49,High,2.134,5.38,3.014,178.5,2.46,14562.21
Lead Generation,Facebook,Stories,Desktop,Android,Text,True,Joy,15,25-34,Female,Gamers,<$50K,High,False,2024-04-13,21,17,5,2.92,27596,709,96,2070.28,9310.55,21.32,Medium,2.569,2.92,13.54,21.57,4.5,7240.27
Brand Awareness,LinkedIn,In-Stream Video,Mobile,iOS,Video,False,Curiosity,42,18-24,Male,Business Professionals,$50K-$100K,Medium,True,2025-11-19,12,17,5,8.39,29030,1739,74,14590.21,13700.37,51.37,High,5.99,8.39,4.255,197.16,0.94,-889.84
Brand Awareness,Facebook,Stories,Tablet,Other,Video,False,Urgency,12,25-34,Male,Business Professionals,$50K-$100K,Medium,False,2024-08-02,15,61,6,1.54,76346,2800,19,4312.0,3786.21,48.32,Medium,3.668,1.54,0.679,226.95,0.88,-525.79
Brand Awareness,LinkedIn,Stories,Desktop,iOS,Video,True,Curiosity,78,18-24,All,Business Professionals,$50K-$100K,Medium,True,2024-11-03,1,87,5,11.45,56493,1746,192,19991.7,27293.81,34.53,Medium,3.091,11.45,10.997,104.12,1.37,7302.11
Conversions,Facebook,Search,Mobile,Windows,Image,True,Fear,65,45-54,Female,Health & Fitness,<$50K,Medium,False,2024-04-13,19,40,5,3.22,204925,2842,60,9151.24,14724.75,62.38,Medium,1.387,3.22,2.111,152.52,1.61,5573.51
Brand Awareness,Facebook,Feed,Mobile,iOS,Image,False,Trust,20,35-44,All,Business Professionals,$100K-$200K,Low,False,2025-04-15,9,88,6,2.14,75498,917,1,1962.38,252.79,68.0,High,1.215,2.14,0.109,1962.38,0.13,-1709.59
Lead Generation,TikTok,Feed,Mobile,Android,Interactive,False,Curiosity,65,25-34,Male,Business Professionals,<$50K,Low,True,2025-06-30,18,47,6,2.64,52296,826,8,2180.64,1887.04,58.34,Low,1.579,2.64,0.969,272.58,0.87,-293.6
Lead Generation,Google Ads,Search,Desktop,macOS,Carousel,True,Fear,30,25-34,Male,Health & Fitness,<$50K,Medium,False,2024-08-16,15,50,5,4.03,152244,4353,120,17542.59,17268.41,74.06,High,2.859,4.03,2.757,146.19,0.98,-274.18
