campaign_objective,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,roas,conversion_rate_calc,platform_Google Ads,platform_Instagram,platform_LinkedIn,platform_TikTok,platform_Twitter
Lead Generation,Feed,Mobile,iOS,Video,False,Neutral,16,18-24,All,Students,$50K-$100K,Low,False,2025-06-29,18,21,6,2.07,-0.49850044364773205,1095,-0.4316761187663776,-0.20331091490923578,3099.25,75.77,Medium,5.121,-0.4879578250362948,-0.5416215604046931,174.36,1.37,832.6,1.367326230339929,0.011872146118721462,False,True,False,False,False
Lead Generation,Feed,Mobile,Other,Interactive,False,Fear,47,45-54,All,Students,>$200K,Medium,False,2024-02-22,9,78,4,1.95,-0.5249325466221526,123,-0.7070222493442643,-0.6279699985104462,292.94,54.0,Medium,0.637,-0.5370923055086189,-0.6400487476511124,239.85,1.22,53.09,1.2213466750052115,0.008130081300813009,False,False,False,False,False
Conversions,In-Stream Video,Desktop,Android,Image,True,Joy,64,25-34,Male,Tech Enthusiasts,<$50K,Low,False,2025-03-20,14,3,5,1.6,-0.4212872029069813,392,-0.6152402058183021,-0.5468116720683065,1271.0,34.93,Low,1.427,-0.6804012068862311,-0.5181990479316149,125.44,2.03,643.8,2.0264668367346936,0.012755102040816327,False,False,False,False,False
Lead Generation,Stories,Mobile,Android,Image,True,Neutral,54,35-44,Female,Students,$100K-$200K,Medium,True,2025-04-29,6,85,8,4.09,1.2385116862258276,1222,-0.15632998818849092,0.36896266650604626,11034.17,65.45,Low,0.773,0.33913926291449537,-0.31555483889486974,199.92,2.21,6036.19,2.207725921272194,0.020458265139116204,True,False,False,False,False
Conversions,Display Network,Mobile,iOS,Video,True,Fear,50,35-44,Male,Shoppers,$50K-$100K,Medium,False,2024-06-28,5,80,7,1.39,-0.22596145589081662,1075,-0.4546216296478682,-0.36514566731380205,2982.26,81.73,High,2.509,-0.7663865477127983,-0.5603069355236658,124.52,2.0,1488.01,1.9958239919692156,0.011162790697674419,False,False,False,False,True
Conversions,Feed,Mobile,Windows,Story,True,Urgency,24,25-34,Female,Business Professionals,<$50K,Low,False,2025-01-21,10,81,8,9.31,-0.5387773290546938,434,-0.6611312275812832,0.16835797289881188,783.49,71.55,Low,2.383,2.476489163460597,-0.6721560119400513,1346.85,0.19,-3257.05,0.1939072500210368,0.0069124423963133645,False,False,True,False,False
Lead Generation,Feed,Mobile,Windows,Video,False,Curiosity,30,35-44,Male,Health & Fitness,<$50K,High,False,2025-03-16,15,72,6,4.87,-0.24777016363088392,1601,0.3943622729672825,0.9553915507080355,7616.24,55.33,Medium,3.893,0.6585133859846026,-0.04843292698279648,159.12,0.98,-180.63,0.9768330111955182,0.030605871330418487,True,False,False,False,False
Brand Awareness,Feed,Desktop,macOS,Carousel,True,Trust,16,25-34,Male,Students,$100K-$200K,Medium,False,2024-04-13,1,6,9,2.55,-0.11938203443076734,2930,0.4861443164932447,0.887219394584429,14803.44,41.5,Medium,5.719,-0.2914199031469981,-0.3779271473905952,140.97,1.98,7331.94,1.9813210198755271,0.01808873720136519,True,False,False,False,False
Brand Awareness,Feed,Mobile,Windows,Image,True,Neutral,11,45-54,Male,Business Professionals,<$50K,Low,False,2025-06-16,3,23,6,7.29,-0.6589475002421001,122,-0.7299677602257548,-0.49187920781995165,0.0,74.79,Low,1.394,1.6493920755098068,-0.8540094514782213,0.0,0.0,-889.38,0.0,0.0,False,False,True,False,False
Conversions,Display Network,Desktop,Android,Video,True,Neutral,17,25-34,Male,Students,$100K-$200K,High,True,2024-09-18,19,52,4,1.18,-0.653676321609527,241,0.6467628926636786,-0.6186399861793025,27713.23,10.0,Low,2.629,-0.8523718885393656,5.697977857844907,4.74,97.45,27428.85,97.45140305225402,0.24896265560165975,False,False,False,False,False
Lead Generation,Search,Mobile,Android,Video,True,Urgency,35,25-34,All,Students,$100K-$200K,Low,True,2025-03-06,0,10,8,1.77,-0.5045210187605986,790,-0.5234581622923399,-0.385249298195752,2331.9,69.54,High,3.778,-0.6107940262171051,-0.5542539266823084,155.37,1.67,933.6,1.6676678824286635,0.01139240506329114,False,False,False,False,False
Lead Generation,Feed,Mobile,macOS,Image,False,Curiosity,33,25-34,Female,Gamers,$50K-$100K,Low,True,2025-10-10,1,40,3,2.71,-0.33814229850017846,667,-0.13338447730700037,-0.2994982506599974,4651.92,84.59,Medium,1.961,-0.2259072625172325,0.1718439599831201,69.52,2.57,2844.35,2.573576680294539,0.038980509745127435,True,False,False,False,False
Lead Generation,Sidebar,Mobile,macOS,Image,False,Trust,53,25-34,Female,Business Professionals,$100K-$200K,Low,False,2025-02-24,0,52,3,6.96,2.2588721515041184,718,-0.6381857166997926,0.36881600114265534,1669.89,78.45,Low,0.301,1.514272254210915,-0.7074213677983938,1249.32,0.33,-3327.39,0.33415978292190957,0.005571030640668524,False,False,True,False,False
Lead Generation,Search,Desktop,Windows,Story,True,Fear,27,35-44,All,Tech Enthusiasts,<$50K,Low,False,2024-04-17,21,20,5,4.3,-0.5253898054914842,497,-0.1104389664255098,-0.230454483233953,4718.94,43.72,Medium,2.58,0.42512460374106265,0.5758165065693588,79.15,2.21,2581.84,2.208104440597071,0.05432595573440644,True,False,False,False,False
Lead Generation,Search,Mobile,macOS,Story,True,Joy,22,35-44,All,Shoppers,$100K-$200K,Low,True,2024-07-28,15,52,7,4.13,-0.588237496754066,358,-0.5922946949368115,-0.36843725711219116,2165.16,76.33,Low,2.5,0.3555174230719368,-0.41292932895148754,246.42,1.46,686.62,1.464390547431926,0.01675977653631285,True,False,False,False,False
App Installs,In-Stream Video,Mobile,iOS,Interactive,False,Curiosity,65,25-34,All,Business Professionals,<$50K,Medium,False,2025-12-27,12,15,3,2.19,-0.5502088007879847,626,-0.4087306078848871,-0.3909818186848624,2411.48,62.1,Medium,3.616,-0.4388233445639706,-0.26555172237930913,97.92,1.76,1040.54,1.758997476184224,0.022364217252396165,False,False,False,True,False
Conversions,Feed,Mobile,macOS,Text,False,Trust,4,25-34,All,Gamers,$50K-$100K,High,False,2024-01-07,0,65,5,4.74,-0.552736426204568,152,-0.6611312275812832,-0.5272674647867193,996.98,45.29,Medium,0.888,0.6052843654729181,-0.3345033883112926,240.16,1.38,276.5,1.3837719298245614,0.019736842105263157,False,False,True,False,False
Lead Generation,Feed,Mobile,iOS,Image,True,Urgency,29,25-34,Female,Students,$50K-$100K,Low,True,2024-06-12,19,89,7,0.58,-0.3280953050101416,924,-0.5005126514108493,-0.5659368354544908,1240.46,68.33,Low,2.655,-1.0980442909009864,-0.5692548616369767,53.59,2.31,704.54,2.3146365129123754,0.010822510822510822,False,False,False,False,True
Brand Awareness,Search,Mobile,Android,Video,False,Joy,75,45-54,Female,Students,$50K-$100K,Medium,True,2024-04-06,19,1,5,1.4,-0.5252754907741513,338,-0.6611312275812832,-0.579078052014323,991.2,48.91,Medium,1.754,-0.7622920076734381,-0.6203106753423385,157.73,2.09,518.0,2.094674556213018,0.008875739644970414,False,False,False,False,True
Conversions,Search,Desktop,Windows,Image,True,Urgency,85,18-24,Male,Students,$50K-$100K,High,False,2025-11-29,17,48,6,5.88,0.9085994120030509,850,4.134480546650243,0.3689668569450004,23912.88,25.6,Low,0.643,1.0720619299599976,5.7098207012301705,23.58,4.78,18914.88,4.784489795918367,0.24941176470588236,True,False,False,False,False
Conversions,Display Network,Desktop,Android,Image,True,Urgency,44,25-34,Male,Shoppers,$50K-$100K,High,False,2024-05-04,9,3,6,4.09,-0.4868276408445161,591,0.5779263600192069,-0.17176948090226607,19506.49,14.19,Medium,2.65,0.33913926291449537,1.6843066474301,42.41,8.07,17089.3,8.069903482969895,0.09644670050761421,False,False,True,False,False
Lead Generation,Search,Mobile,iOS,Video,False,Urgency,45,35-44,Female,Business Professionals,<$50K,High,False,2024-11-28,2,64,3,2.91,-0.37833027246032574,962,0.8532724905970936,-0.09168390683235753,16832.98,17.25,Medium,3.119,-0.1440164617300255,1.033739784132913,40.57,6.01,14033.56,6.013024126426188,0.07172557172557173,False,False,False,False,False
Brand Awareness,Feed,Mobile,Windows,Video,True,Joy,45,35-44,Male,Business Professionals,<$50K,Low,False,2024-09-26,6,45,5,6.94,1.376464146776131,2881,0.11901614238939578,3.5109873177479676,3816.15,53.03,Medium,1.705,1.5060831741321947,-0.5160936535520123,540.38,0.19,-16177.99,0.19086342298293402,0.012842762929538355,False,False,True,False,False
App Installs,Feed,Desktop,Android,Video,True,Joy,54,18-24,All,Shoppers,$100K-$200K,Low,False,2025-06-21,13,76,5,2.32,-0.5658318121568158,836,-0.08749345554401924,-0.27185182966079685,9913.66,47.89,Low,5.198,-0.3855943240522861,0.0273612706828953,69.27,5.11,7974.14,5.111398696584722,0.03349282296650718,True,False,False,False,False
Lead Generation,Stories,Mobile,Other,Image,True,Neutral,59,18-24,All,Business Professionals,>$200K,Medium,False,2025-03-22,3,28,7,1.31,-0.5626055968009759,322,-0.6152402058183021,-0.5898432896872212,1815.16,55.4,Medium,1.971,-0.7991428680276811,-0.4452997675378767,84.36,4.3,1393.34,4.303162486368594,0.015527950310559006,False,False,False,False,True
Lead Generation,Search,Desktop,iOS,Image,False,Urgency,85,45-54,Male,Tech Enthusiasts,$50K-$100K,Low,False,2024-08-04,20,77,1,2.05,-0.48452864486259867,66,-0.7299677602257548,-0.6498755181426281,0.0,61.65,Medium,0.294,-0.49614690511501547,-0.8540094514782213,0.0,0.0,-135.3,0.0,0.0,False,False,False,False,False
Brand Awareness,Display Network,Mobile,Android,Text,True,Trust,54,25-34,Female,Health & Fitness,$100K-$200K,Medium,False,2024-05-16,9,56,6,1.19,-0.5187849551566939,186,-0.7070222493442643,-0.6318482497623992,155.95,59.85,Medium,0.94,-0.8482773485000054,-0.7124216794499498,221.34,0.7,-65.39,0.7045721514412215,0.005376344086021506,False,False,False,False,False
Conversions,Feed,Mobile,Windows,Video,True,Joy,70,35-44,Male,Students,$100K-$200K,Medium,False,2024-02-15,15,37,5,0.68,2.187412751535791,3119,0.2796347185598297,-0.23384454834776172,16019.87,52.97,High,1.34,-1.057098890507383,-0.4826705177758219,48.2,7.55,13898.95,7.553264621013523,0.014107085604360373,False,False,False,False,False
Lead Generation,Stories,Desktop,iOS,Video,True,Trust,58,35-44,All,Tech Enthusiasts,$50K-$100K,High,False,2024-05-30,12,83,7,2.33,-0.5442263305808959,693,1.9317115020271498,-0.33991084393264465,32053.17,14.52,Low,3.897,-0.38149978401292567,3.5512651135426596,13.92,19.85,30438.48,19.850974490459468,0.1673881673881674,False,False,False,False,False
Lead Generation,Feed,Mobile,Android,Image,True,Fear,5,65+,Female,Health & Fitness,$100K-$200K,Low,False,2025-10-31,23,81,7,2.33,-0.6669495304554037,322,-0.6381857166997926,-0.5210279011841713,882.08,86.38,Low,3.965,-0.38149978401292567,-0.5271469740449257,187.56,1.18,131.82,1.175699090981793,0.012422360248447204,True,False,False,False,False
Brand Awareness,In-Stream Video,Mobile,Android,Carousel,True,Urgency,37,45-54,Male,Shoppers,<$50K,Medium,False,2024-06-19,19,75,7,1.68,1.6958848702747986,4330,-0.2710575425959437,0.8459226186924818,4925.65,57.13,Medium,2.23,-0.6476448865713483,-0.7324229260561741,363.72,0.68,-2348.75,0.6771211371384581,0.004618937644341801,False,False,False,True,False
Lead Generation,In-Stream Video,Mobile,iOS,Interactive,True,Joy,32,45-54,All,Business Professionals,>$200K,Low,False,2024-07-29,17,48,6,11.11,-0.29597286943959406,616,-0.569349184055321,0.7556940871343482,1780.19,57.51,Medium,1.65,3.213506370545459,-0.5550434495746595,977.68,0.26,-5063.57,0.2601187066758624,0.011363636363636364,False,False,True,False,False
Brand Awareness,Feed,Mobile,Windows,Image,False,Joy,36,35-44,Male,Students,$100K-$200K,High,False,2024-03-11,23,18,7,4.61,-0.13650383876018535,895,-0.4775671405293587,0.18625324245198896,4376.67,38.52,Medium,1.794,0.5520553449612337,-0.5305682399117798,375.09,1.06,250.72,1.0607666113258765,0.012290502793296089,False,False,True,False,False
Engagement,Stories,Mobile,iOS,Image,True,Curiosity,52,25-34,Female,Tech Enthusiasts,<$50K,High,False,2024-09-24,9,32,7,6.49,2.162517546427735,3081,0.37141676208579194,3.5113120767669046,10108.2,35.39,Medium,1.334,1.321828872360979,-0.44398389605062505,416.58,0.51,-9887.49,0.505518939331426,0.01557935735150925,True,False,False,False,False
App Installs,Display Network,Mobile,iOS,Image,False,Urgency,79,65+,Female,Shoppers,<$50K,Medium,False,2025-08-25,16,54,2,8.42,-0.7065913340994049,10,-0.7299677602257548,-0.6605820896701701,0.0,53.79,Medium,0.2,2.1120750999575257,-0.8540094514782213,0.0,0.0,-84.2,0.0,0.0,False,False,True,False,False
Conversions,In-Stream Video,Mobile,Android,Image,True,Urgency,60,35-44,Female,Tech Enthusiasts,<$50K,Medium,False,2024-09-27,15,26,6,5.12,-0.7065913340994049,48,-0.7299677602257548,-0.6267317237995308,0.0,76.87,Medium,0.96,0.7608768869686112,-0.8540094514782213,0.0,0.0,-245.76,0.0,0.0,False,False,True,False,False
Conversions,Feed,Desktop,Windows,Image,True,Joy,69,45-54,Female,Tech Enthusiasts,>$200K,High,False,2024-01-08,8,5,4,2.49,-0.6591888313120251,69,-0.6840767384627737,-0.6422258718320498,931.08,20.49,Low,0.79,-0.31598714338316003,-0.09106716316974804,85.9,5.42,759.27,5.419242186135848,0.028985507246376812,False,False,False,False,True
Engagement,Display Network,Desktop,Android,Video,True,Curiosity,1,18-24,Male,Shoppers,$50K-$100K,High,False,2024-01-03,12,53,5,3.45,-0.055289582912782756,1526,1.2204006647009427,0.42484636039696544,14554.75,27.53,Medium,2.712,0.0770887003954333,0.6118713853200526,61.94,2.76,9290.05,2.7645924744049992,0.055701179554390565,False,True,False,False,False
Conversions,Search,Mobile,iOS,Story,False,Urgency,60,45-54,All,Students,$100K-$200K,Low,False,2024-05-28,3,11,4,3.33,0.2361748413803588,461,-0.6840767384627737,-0.35658041009176855,658.9,81.29,Medium,0.582,0.027954219923109074,-0.7397918063847829,767.56,0.43,-876.23,0.4292144639216222,0.004338394793926247,False,True,False,False,False
Conversions,Display Network,Tablet,Android,Video,True,Joy,61,45-54,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-05-01,16,40,3,6.19,-0.5642695110199326,111,-0.6611312275812832,-0.5342634026204691,1306.11,53.35,Medium,0.685,1.1989926711801686,-0.1426493254700105,229.03,1.9,619.02,1.9009300091691042,0.02702702702702703,True,False,False,False,False
Lead Generation,Feed,Mobile,Android,Video,True,Curiosity,67,45-54,All,Tech Enthusiasts,<$50K,Low,False,2025-07-18,20,49,6,2.45,0.3260643141098033,1692,-0.4316761187663776,0.19032844433478127,3213.82,83.48,Medium,1.961,-0.33236530354060145,-0.6518915910363767,318.88,0.78,-931.58,0.7752737974622474,0.0076832151300236405,False,False,False,True,False
Lead Generation,Sidebar,Tablet,macOS,Carousel,True,Curiosity,54,18-24,All,Shoppers,<$50K,High,False,2024-02-01,7,47,8,1.18,3.0223420436648434,4237,3.5378972637314887,0.3693146633781847,28897.74,23.24,Low,1.419,-0.8523718885393656,0.30132571432867666,26.88,5.78,23898.08,5.779941035990448,0.04389898513098891,False,True,False,False,False
Conversions,Sidebar,Mobile,Android,Video,True,Joy,3,25-34,Female,Shoppers,>$200K,Medium,False,2025-02-27,21,43,6,1.99,-0.37731414163958876,918,-0.5234581622923399,-0.29546495316674537,3450.93,63.03,Low,2.969,-0.5207141453511775,-0.5960986399769092,202.98,1.89,1624.11,1.8890366867014812,0.00980392156862745,False,False,False,True,False
App Installs,Stories,Desktop,macOS,Image,True,Joy,75,18-24,All,Business Professionals,<$50K,Low,False,2024-11-27,3,89,5,2.06,-0.5626945082477903,618,-0.2940030534774343,-0.4114856364869221,5063.33,63.09,Medium,3.785,-0.49205236507565503,-0.04501166111594237,67.0,3.98,3790.25,3.9772284538285105,0.030744336569579287,True,False,False,False,False
Engagement,Search,Tablet,Other,Interactive,True,Trust,26,55-64,Male,Students,$100K-$200K,Medium,True,2025-11-29,2,32,9,4.19,-0.7065913340994049,400,0.5090898273747353,-0.32706505331907143,22393.32,53.25,Low,8.0,0.3800846633080991,2.698843564101078,31.04,13.36,20717.32,13.361169451073986,0.135,False,False,True,False,False
Conversions,Feed,Mobile,macOS,Video,True,Urgency,48,45-54,All,Business Professionals,$50K-$100K,Medium,False,2024-12-16,10,27,6,1.46,-0.14487421639600614,1702,0.6008718709006975,-0.1575785593844498,14806.4,70.59,Low,3.458,-0.7377247674372759,0.042888554232464016,42.84,5.96,12321.48,5.958501682146709,0.03407755581668625,False,False,False,True,False
Engagement,Stories,Tablet,macOS,Video,False,Curiosity,45,25-34,Male,Health & Fitness,$50K-$100K,Low,False,2024-04-19,1,47,4,1.76,-0.1733385810119006,920,-0.3628395861219059,-0.33896589994851134,4871.52,46.19,Low,1.958,-0.6148885662564655,-0.3963493482121174,101.2,3.01,3252.32,3.008596837944664,0.017391304347826087,True,False,False,False,False
Conversions,Feed,Mobile,macOS,Image,False,Fear,80,25-34,Male,Business Professionals,$50K-$100K,Medium,False,2025-11-19,13,48,4,0.7,-0.5708489580842045,455,-0.2940030534774343,-0.6114910973237305,2744.85,43.73,Medium,2.9,-1.0489098104286625,0.24500641467430864,16.76,8.62,2426.35,8.618053375196233,0.041758241758241756,False,False,False,False,True
Lead Generation,Stories,Mobile,iOS,Interactive,True,Neutral,7,35-44,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-03-29,7,77,6,0.49,1.7040393201112127,5610,0.3943622729672825,-0.10226895563023257,8916.98,50.39,High,2.88,-1.1348951512552297,-0.6242582898040931,56.1,3.24,6168.08,3.2438357161046234,0.00873440285204991,False,False,False,True,False
Conversions,Search,Tablet,Android,Video,False,Urgency,90,55-64,All,Students,>$200K,Low,True,2024-09-09,20,37,5,6.27,0.5681320788798687,797,-0.3628395861219059,0.3687971441673622,9554.0,61.11,Low,0.756,1.231748991495051,-0.32555546219798176,312.32,1.91,4556.81,1.9118744734540813,0.020075282308657464,True,False,False,False,False
Lead Generation,Feed,Mobile,Android,Video,False,Urgency,86,25-34,All,Shoppers,<$50K,Medium,True,2024-02-20,14,87,2,1.15,0.125314968837955,480,-0.5234581622923399,-0.5625677225354522,1619.56,58.44,High,0.681,-0.8646555086574468,-0.3605576437588741,61.33,2.93,1067.56,2.9339855072463767,0.01875,False,False,False,False,False
Lead Generation,Feed,Mobile,Android,Video,False,Joy,32,35-44,Female,Students,>$200K,Medium,False,2025-02-01,9,79,4,0.77,-0.007556837608663441,1245,-0.569349184055321,-0.4773656225026753,3587.29,68.06,Medium,2.074,-1.0202480301531398,-0.7061054963111422,136.95,3.74,2628.64,3.7420226359985396,0.005622489959839358,False,False,False,False,True
Conversions,In-Stream Video,Tablet,Android,Interactive,True,Joy,65,55-64,All,Health & Fitness,<$50K,Low,False,2024-07-13,1,43,5,3.68,-0.6674575958657722,139,-0.6611312275812832,-0.5710491709784051,542.69,56.78,Medium,1.72,0.17126312130072127,-0.28607931758043403,170.51,1.06,31.17,1.0609360337816705,0.02158273381294964,False,True,False,False,False
Engagement,Feed,Desktop,iOS,Image,True,Curiosity,69,35-44,All,Business Professionals,$100K-$200K,Low,False,2024-10-29,23,16,4,2.95,0.07233644817178107,1835,0.8762180014785842,0.4559708457280094,16488.29,37.76,Medium,2.767,-0.12763830157258407,0.15000049329474363,77.33,3.05,11075.04,3.0459132683692793,0.03814713896457766,False,False,False,True,False
Conversions,Sidebar,Tablet,Windows,Image,True,Curiosity,11,35-44,Female,Health & Fitness,$50K-$100K,Low,False,2026-01-21,15,86,7,1.6,-0.5665431037313317,171,-0.6840767384627737,-0.6208986327755237,298.56,55.22,Medium,1.067,-0.6804012068862311,-0.5460955234613487,136.8,1.09,24.96,1.0912280701754384,0.011695906432748537,False,False,False,False,True
Lead Generation,Search,Mobile,Android,Carousel,True,Fear,48,25-34,Female,Health & Fitness,>$200K,Low,False,2024-08-30,16,85,6,10.38,-0.7065913340994049,60,-0.7299677602257548,-0.5477335686381926,0.0,83.64,Low,1.2,2.9146049476721543,-0.8540094514782213,0.0,0.0,-622.8,0.0,0.0,False,False,True,False,False
Lead Generation,In-Stream Video,Mobile,Windows,Interactive,True,Trust,89,45-54,Male,Business Professionals,$50K-$100K,Medium,False,2025-05-03,14,53,4,2.45,-0.6033651443477877,222,-0.6840767384627737,-0.5642648503118335,417.65,60.49,Medium,1.691,-0.33236530354060145,-0.6168894094754843,271.95,0.77,-126.25,0.7678801250229822,0.009009009009009009,False,False,False,False,False
